windows_i686_gnu	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu	0.53.1	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm	0.53.1	registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc	0.53.1	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu	0.53.1	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm	0.53.1	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc	0.52.6	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc	0.53.1	registry+https://github.com/rust-lang/crates.io-index
winnow	0.7.15	registry+https://github.com/rust-lang/crates.io-index
wit-bindgen	0.57.1	registry+https://github.com/rust-lang/crates.io-index
writeable	0.6.3	registry+https://github.com/rust-lang/crates.io-index
yoke	0.8.3	registry+https://github.com/rust-lang/crates.io-index
yoke-derive	0.8.2	registry+https://github.com/rust-lang/crates.io-index
zerocopy	0.8.52	registry+https://github.com/rust-lang/crates.io-index
zerocopy-derive	0.8.52	registry+https://github.com/rust-lang/crates.io-index
zerofrom	0.1.8	registry+https://github.com/rust-lang/crates.io-index
zerofrom-derive	0.1.7	registry+https://github.com/rust-lang/crates.io-index
zeroize	1.8.1	registry+https://github.com/rust-lang/crates.io-index
zeroize_derive	1.4.2	registry+https://github.com/rust-lang/crates.io-index
zerotrie	0.2.4	registry+https://github.com/rust-lang/crates.io-index
zerovec	0.11.6	registry+https://github.com/rust-lang/crates.io-index
zerovec-derive	0.11.3	registry+https://github.com/rust-lang/crates.io-index
zmij	1.0.21	registry+https://github.com/rust-lang/crates.io-index
