scenario_name,round0_variant,whir_fold_mode,merkle_proof_mode,security_target_bits,soundness_assumption,round_index,round_query_count,round_merkle_depth,round_ood_samples,round_selector_count,round_pow_bits,round_sumcheck_rounds,round_folding_pow_bits,proof_bytes,upload_chunk_size,upload_chunks,heap_frame_bytes_requested,heap_pages_32k,stage,repetition,actual_cu,elapsed_ns,status,error,sha_calls,sha_bytes,merkle_levels,m31_mul_ops,cm31_mul_ops,qm31_mul_ops,field_mul_projection,extension_mul_projection,field_inv_projection
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,1,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,1,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,1,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,1,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,2,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,2,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,2,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,2,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,3,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,3,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,3,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,3,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,4,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,4,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,4,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,4,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,5,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,5,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,5,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,5,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,6,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,6,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,6,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,6,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,7,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,7,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,7,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,7,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,8,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,8,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,8,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,8,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,9,4037,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,9,33963,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,9,1471,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,raw_fibers,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,9,556245,,ok,,0,0,0,0,0,0,1066,271,2
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,host_verify,0,,4398000,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,0,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,1,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,2,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,3,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,4,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,5,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,6,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,7,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,8,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,9,635913,,ok,,103,6779,254,2028,180,18,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,0,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,0,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,0,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,0,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,1,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,1,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,1,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,1,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,2,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,2,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,2,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,2,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,3,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,3,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,3,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,3,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,4,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,4,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,4,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,4,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,5,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,5,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,5,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,5,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,6,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,6,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,6,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,6,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,7,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,7,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,7,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,7,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,8,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,8,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,8,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,8,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,9,4042,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,9,33964,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,9,1473,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,baseline_round0,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,9,597072,,ok,,0,0,0,0,0,0,2608,234,36
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,host_verify,0,,4425458,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,0,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,1,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,2,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,3,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,4,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,5,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,6,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,7,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,8,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,verify_sbf,9,598819,,ok,,103,6779,254,1102,234,18,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,0,4042,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,0,33964,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,0,1473,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,0,559978,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,1,4042,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,1,33964,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,1,1473,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,1,559978,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,2,4042,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,2,33964,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,2,1473,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,2,559978,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,3,4042,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,3,33964,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,3,1473,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,3,559978,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,4,4042,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_ood,4,33964,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_parse,4,1473,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_per_round_queries,4,559978,,ok,,0,0,0,0,0,0,1138,271,2
whir_t100_capacity_full,round_reuse_batch_inverse,local_interpolant,minimal_subtree,100.0,whir_capacity_full,0,18,8,2,1,30,4,0,5668,640,9,32768,1,phase_folding,5,4042,,ok,,0,0,0,0,0,0,1138,271,2
